case	variant	repeat	status	task_time_evidence	log_evidence	output_sha256
prefill_comb_sinkhorn	vmi_candidate	3	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_candidate-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_candidate-3.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_candidate	4	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_candidate-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_candidate-4.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_candidate	5	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_candidate-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_candidate-5.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_loop	1	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_loop-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_loop-1.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_loop	2	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_loop-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_loop-2.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_loop	3	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_loop-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_loop-3.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_loop	4	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_loop-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_loop-4.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_loop	5	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_loop-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_loop-5.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_fused	1	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_fused-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_fused-1.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_fused	2	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_fused-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_fused-2.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_fused	3	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_fused-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_fused-3.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_fused	4	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_fused-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_fused-4.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
prefill_comb_sinkhorn	vmi_fused	5	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_fused-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_fused-5.log	a7182d706c8addf01eedfc64099bca0c2a961f6be4a3382f4232f0ea28271dc6
