status	case	seconds	input_sha256	output	phase_ir	residual_vmi_ops	diagnostic
PASS	_jit_attention_csa_test_20260723_032646/ptoas/rms_norm.pto	46	7269ac8b43b6087cfcf650c2fea14f35ac0865e2bee2ecab05c21d6245259382	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/rms_norm.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/rms_norm	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=49442, socket=/tmp/tilelib_daemon_49439.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=49442)
PASS	_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope.pto	84	2b569e1beb8c5e394beab1388e1fc05da9700b3d41b18cfe3256fbc20290b416	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=49510, socket=/tmp/tilelib_daemon_49507.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=49510)
PASS	_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope_cache_write.pto	87	baa66115afee1a183e07a8b8955407b629b74659851099a91a077e7b79abb276	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope_cache_write.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope_cache_write	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=49654, socket=/tmp/tilelib_daemon_49651.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=49654)
PASS	_jit_attention_csa_test_20260723_032646/ptoas/rope_cs.pto	37	9fc80ec53033dd8ae995ee7ac2b0592c744f2aeab357fbb0eafdb01b07dd3259	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/rope_cs.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/rope_cs	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=49788, socket=/tmp/tilelib_daemon_49785.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=49788)
PASS	_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool.pto	73	a94b3a06d7f771aa1e5edff2045c23b513b28d0b3f6a8d77a2cda20e9a8987b9	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=49846, socket=/tmp/tilelib_daemon_49843.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=49846)
PASS	_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool_0.pto	73	16b7f9a296469a9d3ef9aceccb96d82b207033d166bc30b256903f8790f7b8aa	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool_0.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool_0	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=49957, socket=/tmp/tilelib_daemon_49954.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=49957)
PASS	_jit_attention_csa_test_20260723_032646/ptoas/score_mat.pto	25	9a198a60f718e2887ff24628fd15734b5ebf70188a54ea3d9347305583d9ed08	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/score_mat.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/score_mat	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50075, socket=/tmp/tilelib_daemon_50072.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50075)
PASS	_jit_attention_csa_test_20260723_032646/ptoas/score_reduce.pto	63	966f34addf7b14d886f2bdd87658fb541bffc29a5551e9d75c5ae66fd7a37ec1	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/score_reduce.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/score_reduce	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50124, socket=/tmp/tilelib_daemon_50121.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50124)
PASS	_jit_attention_csa_test_20260723_032646/ptoas/split_pre_post.pto	39	47bc798b787da9cc5f37051e6423ec04a23f55a9585e27ebe76bf7fbaa0e0267	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/split_pre_post.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/split_pre_post	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50222, socket=/tmp/tilelib_daemon_50219.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50222)
PASS	_jit_attention_csa_test_20260723_032646/ptoas/topk.pto	25	9a280594670a49dba96498b27036a3aa2c5fc5e3ffb5225e1a7f7ad1305f07c3	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/topk.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/topk	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50283, socket=/tmp/tilelib_daemon_50280.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50283)
PASS	_jit_attention_csa_test_20260723_032646/ptoas/weights_proj.pto	24	09bd9bb3b81504fcfdd6328e3a4f82aee2dd04a960df7cd3bc6f0f035bea81dd	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/weights_proj.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/weights_proj	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50322, socket=/tmp/tilelib_daemon_50319.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50322)
PASS	_jit_attention_csa_test_20260723_032646/ptoas/weights_proj_reduce.pto	15	ca42bde47e674a8c669c063f2689c91b6b958b6ca8cadd069e5d71eeb8ecd497	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/weights_proj_reduce.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/weights_proj_reduce	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50360, socket=/tmp/tilelib_daemon_50357.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50360)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/build_bias.pto	26	6e6a5eb5bc58a351255d0ca1f709cd7c8ad1a3aebccbfd033f7c42fa3f20bce4	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/build_bias.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/build_bias	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50384, socket=/tmp/tilelib_daemon_50381.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50384)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/comb_sinkhorn.pto	195	4e85066f7d89bd3f7a308ad1423efdfccf458b118c30e34766fdee6909ff1f65	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/comb_sinkhorn.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/comb_sinkhorn	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50430, socket=/tmp/tilelib_daemon_50427.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50430)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/gather_kv.pto	10	3a35a1f3f1525262fdce25deba47163955ea95afa80f5123856b88414af197e8	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/gather_kv.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/gather_kv	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50748, socket=/tmp/tilelib_daemon_50745.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50748)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_inactive_pad.pto	4	49c3e572f4466710fd70feba789682144cb0336267243720ae8ae398f7676093	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_inactive_pad.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_inactive_pad	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50765, socket=/tmp/tilelib_daemon_50762.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50765)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_prefill.pto	73	2e5f24f73e2c289d30e2ac94fd51e3e6499c2cee151f76f4fa14430abf08a3cb	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_prefill.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_prefill	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50773, socket=/tmp/tilelib_daemon_50772.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50773)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_linear.pto	22	c3341cc91f4ab3da661bddb644f23f697e9c84b69d3580d191c304896b85a4b2	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_linear.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_linear	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50885, socket=/tmp/tilelib_daemon_50882.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50885)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_rms.pto	33	539764fc9462855b9c3ce233d78fbdf308477c4b0abffe247abc6d2d0d1e49a6	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_rms.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_rms	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50921, socket=/tmp/tilelib_daemon_50918.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50921)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_seed.pto	4	d6218d22a604877e07935109107587f4fcc3a119f88a1fd63ad1b0ad1c8f0cc9	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_seed.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_seed	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50974, socket=/tmp/tilelib_daemon_50971.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50974)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_matmul.pto	36	a194b79e1f44ec7f432b38b85214acf06b4d6c16dd11aa7ada7f16821d5a00a4	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_matmul.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_matmul	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=50982, socket=/tmp/tilelib_daemon_50981.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=50982)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_seed.pto	4	0ea07b4748d12ab3c8f8d588f11c2c6def1519b5bc354261b5d8c4fee1e2b56a	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_seed.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_seed	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51042, socket=/tmp/tilelib_daemon_51039.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51042)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_rms_norm_rope.pto	107	67eae6bf0545efc70dc58cdc0b87a557dc2a4d874161bab3fe358f528095311d	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_rms_norm_rope.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_rms_norm_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51049, socket=/tmp/tilelib_daemon_51048.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51049)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/merge_norm.pto	50	c66de5bd5bcb363f6a0668cc5eab0ec1c36745a9be91cd62450b164c19dbc45d	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/merge_norm.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/merge_norm	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51217, socket=/tmp/tilelib_daemon_51213.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51217)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/mix_x.pto	43	c5b4112fa7cee447123771fae2a3be6d812b45cf881e5a6efbc8472cfe7baf87	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/mix_x.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/mix_x	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51293, socket=/tmp/tilelib_daemon_51290.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51293)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_cache_write.pto	9	09b69f3cf1030c15f8c91ef74d421876d212c0fabb4db4ff54d411888fcc153d	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_cache_write.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_cache_write	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51363, socket=/tmp/tilelib_daemon_51360.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51363)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_kv_score_proj.pto	70	6831feacecaf7311cf8f88e85e2ef310ccdaaafc230fa23fc901b8c3ef532138	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_kv_score_proj.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_kv_score_proj	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51378, socket=/tmp/tilelib_daemon_51375.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51378)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_rmsnorm_rope.pto	84	32612b94051bcddcce4b6e885f23cb541ae6744e51f10c8b857e35204fa7122d	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_rmsnorm_rope.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_rmsnorm_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51486, socket=/tmp/tilelib_daemon_51483.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51486)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_softmax_pool.pto	67	45b3668167eda5285c47cac6a610b7dea8f17d05717cbbeee4fd79371c8472a9	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_softmax_pool.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_softmax_pool	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51620, socket=/tmp/tilelib_daemon_51617.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51620)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_state_update.pto	16	1de6355443229af7016e133f575fa684972b78354f1fef5cd8701b61ceb3870a	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_state_update.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_state_update	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51724, socket=/tmp/tilelib_daemon_51721.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51724)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_write_map.pto	7	6936057004b186aa5ce76f3ee7c3aec093acc5f870dc6f182b0a261c2ce8c4c7	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_write_map.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_write_map	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51753, socket=/tmp/tilelib_daemon_51750.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51753)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_cache_write.pto	4	cb58158124c99dbf480063c341f29a0a4ca48f1dd575416cf32528d50436cf79	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_cache_write.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_cache_write	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51767, socket=/tmp/tilelib_daemon_51764.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51767)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_idx_halfrope.pto	10	4ef95c46120c2c9a85beb00aa94dfc2dee46131772f88a302c29d10f94a319b9	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_idx_halfrope.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_idx_halfrope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51774, socket=/tmp/tilelib_daemon_51773.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51774)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_sparse_idx_tile.pto	7	8c303deac4f283fafb77c71d4cc757b69efe379f504382cd09152a4ae82dc9eb	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_sparse_idx_tile.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_sparse_idx_tile	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51793, socket=/tmp/tilelib_daemon_51790.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51793)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_cache_write.pto	27	cc6b7490b441701f96b35c6683f8339ed077c52523c21615b275cf283d1362c2	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_cache_write.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_cache_write	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51806, socket=/tmp/tilelib_daemon_51803.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51806)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_hadamard.pto	10	c429fe2864cc965524b962cf058c870734bbce23e3633810dfed687bdba09e7a	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_hadamard.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_hadamard	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51852, socket=/tmp/tilelib_daemon_51849.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51852)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_score_proj.pto	70	28bcb3e00d735a5f817ae2af793a0dca8cc5d01444d18430a270765883fb7bb8	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_score_proj.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_score_proj	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51870, socket=/tmp/tilelib_daemon_51867.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51870)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_rmsnorm_rope.pto	87	b9802f691ae6b79d139d61b7dbd57154fcb1d2ee8f3cd1b0785b24e7108d6282	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_rmsnorm_rope.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_rmsnorm_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=51997, socket=/tmp/tilelib_daemon_51994.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=51997)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_softmax_pool.pto	76	03fa5f18464026dc078f5dcf3b2b0a3131bc641bdaf974c62949d40553316f9b	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_softmax_pool.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_softmax_pool	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=52132, socket=/tmp/tilelib_daemon_52129.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=52132)
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_state_update.pto	16	d77d2f29e664513e2a8c0f1665fd387ca97e1706a34b10abf3c04ef9341352f9	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_state_update.pto.vpto.mlir	artifacts/15eee8625f223d9ec497744f49e38c0e294dc583/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_state_update	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=52249, socket=/tmp/tilelib_daemon_52246.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=52249)
